Author,Editor,Title,Journal,Publication Date,Electronic Date,PubMedID,PMC ID,Branch
"Midttun Ø, Ulvik A, Meyer K, Zahed H, Giles GG, Manjer J, Sandsveden M, Langhammer A, Sørgjerd EP, Behndig AF, Johansson M, Freedman ND, Huang WY, Chen C, Prentice R, Stevens VL, Wang Y, Le Marchand L, Weinstein SJ, Cai Q, Arslan AA, Chen Y, Shu XO, Zheng W, Yuan JM, Koh WP, Visvanathan K, Sesso HD, Zhang X, Gaziano JM, Fanidi A, Robbins HA, Brennan P, Johansson M, Ueland PM",,A cross-sectional study of inflammatory markers as determinants of circulating kynurenines in the Lung Cancer Cohort Consortium.,Sci Rep,2023 Jan 18,2023 Jan 18,36653422,PMC9849351,"TDRP/MEB, TDRP/IIB"
"Ugai T, Akimoto N, Haruki K, Harrison TA, Cao Y, Qu C, Chan AT, Campbell PT, Berndt SI, Buchanan DD, Cross AJ, Diergaarde B, Gallinger SJ, Gunter MJ, Harlid S, Hidaka A, Hoffmeister M, Brenner H, Chang-Claude J, Hsu L, Jenkins MA, Lin Y, Milne RL, Moreno V, Newcomb PA, Nishihara R, Obon-Santacana M, Pai RK, Sakoda LC, Schoen RE, Slattery ML, Sun W, Amitay EL, Alwers E, Thibodeau SN, Toland AE, Van Guelpen B, Zaidi SH, Potter JD, Meyerhardt JA, Giannakis M, Song M, Nowak JA, Peters U, Phipps AI, Ogino S",,"Prognostic role of detailed colorectal location and tumor molecular features: analyses of 13,101 colorectal cancer patients including 2994 early-onset cases.",J Gastroenterol,2023 Mar,2023 Jan 17,36648535,PMC10203916,"TDRP/MEB, TDRP/OEEB, TDRP"
"Chen L, Dai J, Fei Z, Liu X, Zhu Y, Rahman ML, Lu R, Mitro SD, Yang J, Hinkle SN, Chen Z, Song Y, Zhang C",,Metabolomic biomarkers of the mediterranean diet in pregnant individuals: A prospective study.,Clin Nutr,2023 Mar,2023 Jan 14,36753781,PMC10029322,TDRP/OEEB
"Crider KS, Wang A, Ling H, Potischman N, Bailey RL, Lichen Y, Pfeiffer CM, Killian JK, Rose C, Sampson J, Zhu L, Berry RJ, Linet M, Yu W, Su LJ",,Maternal Periconceptional Folic Acid Supplementation and DNA Methylation Patterns in Adolescent Offspring.,J Nutr,2023 Jan 14,,36196007,PMC9839994,"TDRP/REB, TDRP/BB"
"Rhee J, Medgyesi DN, Fisher JA, White AJ, Sampson JN, Sandler DP, Ward MH, Jones RR",,Residential proximity to dioxin emissions and risk of breast cancer in the sister study cohort.,Environ Res,2023 Apr 1,2023 Jan 13,36642125,PMC10246344,"TDRP/OEEB, TDRP/BB"
"Wang A, Xu Y, Yu Y, Nead KT, Kim T, Xu K, Dadaev T, Saunders E, Sheng X, Wan P, Pooler L, Xia LY, Chanock S, Berndt SI, Gapstur SM, Stevens V, Albanes D, Weinstein SJ, Gnanapragasam V, Giles GG, Nguyen-Dumont T, Milne RL, Pomerantz MM, Schmidt JA, Stopsack KH, Mucci LA, Catalona WJ, Hetrick KN, Doheny KF, MacInnis RJ, Southey MC, Eeles RA, Wiklund F, Kote-Jarai Z, de Smith AJ, Conti DV, Huff C, Haiman CA, Darst BF",,Clonal hematopoiesis and risk of prostate cancer in large samples of European ancestry men.,Hum Mol Genet,2023 Jan 13,,36018819,PMC9851740,"TDRP/OEEB, OD, TDRP/MEB, OD/LGS"
"Hart A, Pfeiffer RM, Morawski BM, Lynch CF, Zeng Y, Pawlish K, Hurley D, Yu KJ, Engels EA",,Mortality among solid organ transplant recipients with a pretransplant cancer diagnosis.,Am J Transplant,2023 Feb,2023 Jan 12,36804133,PMC9978936,"TDRP/BB, TDRP/REB, TDRP/IIB"
"Machiela MJ, Huang WY, Wong W, Berndt SI, Sampson J, De Almeida J, Abubakar M, Hislop J, Chen KL, Dagnall C, Diaz-Mayoral N, Ferrell M, Furr M, Gonzalez A, Hicks B, Hubbard AK, Hutchinson A, Jiang K, Jones K, Liu J, Loftfield E, Loukissas J, Mabie J, Merkle S, Miller E, Minasian LM, Nordgren E, Park B, Pinsky P, Riley T, Sandoval L, Saxena N, Vogt A, Wang J, Williams C, Wright P, Yeager M, Zhu B, Zhu C, Chanock SJ, Garcia-Closas M, Freedman ND",,"GWAS Explorer: an open-source tool to explore, visualize, and access GWAS summary statistics in the PLCO Atlas.",Sci Data,2023 Jan 12,2023 Jan 12,36635305,PMC9837135,"OD, TDRP/ITEB, TDRP/BB, TDRP/OEEB, TDRP, OD/LGS, TDRP/MEB, OD/CGR"
"Obregón IH, de Andrade KC, Bremer RC, Khincha PP, Savage SA",,Pilot study of the prevalence of autoimmune disorders in Li-Fraumeni syndrome.,Fam Cancer,2023 Jul,2023 Jan 11,36627407,PMC10277222,"OD, TDRP/CGB"
"Ghimire B, Landy R, Maroni R, Smith SG, Debiram-Beecham I, Sasieni PD, Fitzgerald RC, Rubin G, Walter FM, Waller J, BEST3 Consortium, Offman J",,Predictors of the experience of a Cytosponge test: analysis of patient survey data from the BEST3 trial.,BMC Gastroenterol,2023 Jan 10,2023 Jan 10,36627580,PMC9832657,TDRP/CGB
"Christopher CN, Matthews CE, Saint-Maurice PF, Keadle SK",,Impact of Moderate-Vigorous Physical Activity Trajectories on Colon Cancer Risk over the Adult Life Course.,Cancer Epidemiol Biomarkers Prev,2023 Jan 9,,36306403,PMC9839573,TDRP/MEB
"Geller AC, Coroiu A, Keske RR, Haneuse S, Davine JA, Emmons KM, Daniel CL, Gibson TM, McDonald AJ, Robison LL, Mertens AC, Elkin EB, Marghoob A, Armstrong GT",,Advancing Survivors Knowledge (ASK Study) of Skin Cancer Surveillance After Childhood Cancer: A Randomized Controlled Trial in the Childhood Cancer Survivor Study.,J Clin Oncol,2023 Apr 20,2023 Jan 9,36623247,PMC10448942,TDRP/REB
"Michels KA, Weinstein SJ, Albert PS, Black A, Brotzman M, Diaz-Mayoral NA, Gerlanc N, Huang WY, Sampson JN, Shreves A, Ueland PM, Wyatt K, Wentzensen N, Abnet CC",,"The Influence of Preanalytical Biospecimen Handling on the Measurement of B Vitamers, Amino Acids, and Other Metabolites in Blood.",Biopreserv Biobank,2023 Oct,2023 Jan 9,36622937,PMC10616936,"OD, TDRP/CGB, TDRP, TDRP/BB, TDRP/MEB, OD/CGR"
"Buckley TA, Chandran A, Mauntel TC, Kerr ZY, Brown DW, Boltz AJ, Herman DC, Hall EE, Lynall RC",,Lower Extremity Musculoskeletal Injuries After Concussion in Collegiate Student-Athletes.,Am J Sports Med,2023 Feb,2023 Jan 6,36255302,,TDRP/ITEB
CNCB-NGDC Members and Partners,,"Database Resources of the National Genomics Data Center, China National Center for Bioinformation in 2023.",Nucleic Acids Res,2023 Jan 6,,36420893,PMC9825504,TDRP/ITEB
"Kitahara CM, Slettebø Daltveit D, Ekbom A, Engeland A, Gissler M, Glimelius I, Grotmol T, Trolle Lagerros Y, Madanat-Harjuoja L, Männistö T, Sørensen HT, Troisi R, Bjørge T",,"Maternal Health, Pregnancy and Offspring Factors, and Maternal Thyroid Cancer Risk: A Nordic Population-Based Registry Study.",Am J Epidemiol,2023 Jan 6,,36130211,PMC10144719,"TDRP/REB, TDRP"
"Miller JJ, Gonzalez Castro LN, McBrayer S, Weller M, Cloughesy T, Portnow J, Andronesi O, Barnholtz-Sloan JS, Baumert BG, Berger MS, Bi WL, Bindra R, Cahill DP, Chang SM, Costello JF, Horbinski C, Huang RY, Jenkins RB, Ligon KL, Mellinghoff IK, Nabors LB, Platten M, Reardon DA, Shi DD, Schiff D, Wick W, Yan H, von Deimling A, van den Bent M, Kaelin WG, Wen PY",,"Isocitrate dehydrogenase (IDH) mutant gliomas: A Society for Neuro-Oncology (SNO) consensus review on diagnosis, management, and future directions.",Neuro Oncol,2023 Jan 5,,36239925,PMC9825337,TDRP
"Wu Z, Han Y, Wan Y, Hua X, Chill SS, Teshome K, Zhou W, Liu J, Wu D, Hutchinson A, Jones K, Dagnall CL, Hicks BD, Liao L, Hallen-Adams H, Shi J, Abnet CC, Sinha R, Chaturvedi A, Vogtmann E",,Oral microbiome and risk of incident head and neck cancer: A nested case-control study.,Oral Oncol,2023 Feb,2023 Jan 5,36610232,PMC9877180,"OD, TDRP/CGB, TDRP/BB, TDRP/MEB, OD/CGR"
"Bai J, Shi J, Zhang Y, Li C, Xiong Y, Koka H, Wang D, Zhang T, Song L, Luo W, Zhu B, Hicks B, Hutchinson A, Kirk E, Troester MA, Li M, Shen Y, Ma T, Wang J, Liu X, Wang S, Gui S, McMaster ML, Chanock SJ, Parry DM, Goldstein AM, Yang XR",,Gene Expression Profiling Identifies Two Chordoma Subtypes Associated with Distinct Molecular Mechanisms and Clinical Outcomes.,Clin Cancer Res,2023 Jan 4,,36260525,PMC11293090,"OD, TDRP/CGB, TDRP/ITEB, TDRP/BB, OD/LGS, OD/CGR"
"Papadimitriou N, Bull CJ, Jenab M, Hughes DJ, Bell JA, Sanderson E, Timpson NJ, Smith GD, Albanes D, Campbell PT, Küry S, Le Marchand L, Ulrich CM, Visvanathan K, Figueiredo JC, Newcomb PA, Pai RK, Peters U, Tsilidis KK, Boer JMA, Vincent EE, Mariosa D, Gunter MJ, Richardson TG, Murphy N",,Separating the effects of early and later life adiposity on colorectal cancer risk: a Mendelian randomization study.,BMC Med,2023 Jan 4,2023 Jan 4,36600297,PMC9814460,TDRP/MEB
"Broen K, Dickens J, Trangucci R, Ogwang MD, Tenge CN, Masalu N, Reynolds SJ, Kawira E, Kerchan P, Were PA, Kuremu RT, Wekesa WN, Kinyera T, Otim I, Legason ID, Nabalende H, Buller ID, Ayers LW, Bhatia K, Biggar RJ, Goedert JJ, Wilson ML, Mbulaiteye SM, Zelner J",,"Burkitt lymphoma risk shows geographic and temporal associations with <i>Plasmodium falciparum</i> infections in Uganda, Tanzania, and Kenya.",Proc Natl Acad Sci U S A,2023 Jan 10,2023 Jan 3,36595676,PMC9926229,"TDRP/IIB, TDRP/OEEB"
"Ho KL, Shiels MS, Ramin C, Veiga LHS, Chen Y, Berrington de Gonzalez A, Vo JB",,"County-level geographic disparities in cardiovascular disease mortality among US breast cancer survivors, 2000-2018.",JNCI Cancer Spectr,2023 Jan 3,,36445023,PMC9901273,"TDRP/MEB, TDRP/IIB, TDRP/ITEB, TDRP/REB"
"Jackson SS, Brown J, Pfeiffer RM, Shrewsbury D, O'Callaghan S, Berner AM, Gadalla SM, Shiels MS",,Analysis of Mortality Among Transgender and Gender Diverse Adults in England.,JAMA Netw Open,2023 Jan 3,2023 Jan 3,36716027,PMC9887492,"TDRP/IIB, TDRP/CGB, TDRP/BB"
"Werner-Lin A, Forbes Shepherd R, Rising CJ, Thompson AS, Huelsnitz C, Wilsnack C, Boyd P, Sleight AG, Hutson S, Khincha PP",,"How do young people with a hereditary cancer predisposition syndrome understand and experience cancer survivorship? ""With Li-Fraumeni syndrome, it's just an intermission"".",Psychooncology,2023 Mar,2023 Jan 3,36514197,,TDRP/CGB
"Agarwal K, Kim HR, Almeida JS, Sandoval L",,MedicaidJS: a FAIR approach to real-time drug analytics.,Bioinform Adv,2023,2023 Nov 29,38075478,PMC10701782,TDRP
"Almeida JS, Patel B, Russ DE, Bhawsar P, Maurice PFS, Matthews C, Anand A, Ferguson M, Johnson D, Brotzman M, Gerlanc N, Chanock S, de Gonzalez AB, Gaudet M, Garcia-Closas M",,epiDonate - distributed serverless data infrastructure for epidemiological studies.,AMIA Jt Summits Transl Sci Proc,2023,2023 Jun 16,37350888,PMC10283111,"OD, OD/LGS, TDRP, TDRP/MEB, TDRP/REB"
"Altintas B, Giri N, McReynolds LJ, Best A, Alter BP",,Genotype-phenotype and outcome associations in patients with Fanconi anemia: the National Cancer Institute cohort.,Haematologica,2023 Jan 1,2023 Jan 1,35417938,PMC9827153,"TDRP/BB, TDRP/CGB"
"Argirion I, Mahale P, Pfeiffer RM, Liu P, Adimora AA, Akiyama MJ, Bolivar HH, French A, Plankey M, Price JC, Rana A, Sheth A, Koshiol J, Seaberg EC, Kuniholm MH, Glenn J, O'Brien TR",,Hepatitis B virus and hepatitis D virus infection in women with or at risk for HIV infection in the United States.,Front Med (Lausanne),2023,2023 Mar 2,36936213,PMC10017733,"TDRP/BB, TDRP/IIB"
"Chamba C, Mbulaiteye SM, Balandya E, Schuh A",,Clinical application of circulating cell-free lymphoma DNA for fast and precise diagnosis of Burkitt lymphoma: Precision medicine for sub-Saharan Africa.,Camb Prism Precis Med,2023,2023 Jan 13,38550928,PMC10953760,TDRP/IIB
Clarke M,,Disparities in uterine cancer incidence and mortality,Cancer Epidemiol Biomarkers Prev,2023 Jan 1,,,,TDRP/CGB
"Cohen C, Wentzensen N, Sigel K, Liu Y, Gaisa M, Lewis E, Clarke M",,Performance of p16/Ki-67 dual stain cytology to detect anal precancer in the Anal Cancer Etiology and Screening (ACES) study,Sex Health,2023,,,,TDRP/CGB
"Cohen C, Wentzensen N, Sigel K, Liu Y, Gaisa M, Lewis E, Clarke M",,Racial and ethnic differences in high-risk HPV genotype distribution among people living with HIV in the ACES cohort,Sex Health,2023,,,,TDRP/CGB
"Deng L, Wheeler W, Yu K",,Mendelian Randomization Test of Causal Effect Using High-Dimensional Summary Data,Stat Sin,2023,,,,TDRP/BB
"Deshmukh A, Damgacioglu H, Sonawane K, Sigel K, Palefsky J, Nyitray A, Gaisa M, Lin Y, Clarke M, Wentzensen N, Chiao E, Liu Y, Stier E, Jay N, Giuliano A, Goldstone S, Clifford G, Chhatwal J",,Determining optimal anal cancer screening algorithms for men who have sex with men with HIV: a modelling study,Sex Health,2023,,,,TDRP/CGB
"Dill C, Trump D, Landy R, Cheung L, Huang W, Berndt S, Freedman N, Katki H",,Association of genetic ancestry with lung-cancer risk in White and Black ever-smokers,Cancer Epidemiol Biomarkers Prev,2023 Jan 1,,,,"TDRP/BB, TDRP/OEEB, TDRP/CGB, TDRP/MEB"
"Dmukauskas M, Cioffi G, Neff C, Price M, Waite KA, Kruchko C, Barnes JM, Ostrom QT, Barnholtz-Sloan JS",,Medicaid expansion is associated with increased 1-year survival for primary malignant brain tumors.,Neurooncol Adv,2023 Jan-Dec,2023 Mar 4,37051332,PMC10084498,TDRP
"Dunneram Y, Lee J, Watling CZ, Fraser G, Miles F, Prabhakaran D, Shridhar K, Kondal D, Mohan V, Ali MK, Narayan KMV, Tandon N, Tong TYN, Chiu THT, Greenwood DC, Du H, Chen Z, Kakkoura MG, Reeves GK, Papier K, Floud S, Sinha R, Liao L, Loftfield E, Cade JE, Key TJ, Perez-Cornago A",,Participant characteristics in the Health in Vegetarians Consortium: a collaborative analysis of 11 prospective studies,Proc Nutr Soc,2023,,,,"TDRP/ITEB, TDRP/MEB"
"Fontes-Lemus JI, Zhao I, Rabkin CS, Fuentes-Pananá EM",,Antibodies Against Epstein-Barr Virus as Disease Markers of Gastric Cancer: A Systematic Review.,Technol Cancer Res Treat,2023 Jan-Dec,,37078150,PMC10126687,TDRP/IIB
"Gardner P, Bai J, Froelich S, Yang XR, Yang C",,Editorial: Chordoma: advances in biology and clinical management.,Front Oncol,2023,2023 May 5,37213281,PMC10196620,TDRP/ITEB
"Hatton JN, Frone MN, Cox HC, Crowley SB, Hiraki S, Yokoyama NN, Abul-Husn NS, Amatruda JF, Anderson MJ, Bofill-De Ros X, Carr AG, Chao EC, Chen KS, Gu S, Higgs C, Machado J, Ritter D, Schultz KA, Soper ER, Wu MK, Mester JL, Kim J, Foulkes WD, Witkowski L, Stewart DR",,Specifications of the ACMG/AMP Variant Classification Guidelines for Germline <i>DICER1</i> Variant Curation.,Hum Mutat,2023,2023 Mar 29,38084291,PMC10713350,"TDRP/REB, TDRP/CGB"
"Keil AP, Buckley JP, O'Brien KM, Ferguson KK, White AJ",,"Comment on ""A Permutation Test-Based Approach to Strengthening Inference on the Effects of Environmental Mixtures: Comparison between Single-Index Analytic Methods"".",Environ Health Perspect,2023 Jan,2023 Jan 3,36594842,PMC9809902,TDRP/OEEB
"Kim J, Karyadi DM, Hartley SW, Zhu B, Wang M, Wu D, Song L, Armstrong GT, Bhatia S, Robison LL, Yasui Y, Carter B, Sampson JN, Freedman ND, Goldstein AM, Mirabello L, Chanock SJ, Morton LM, Savage SA, Stewart DR",,Inflated expectations: Rare-variant association analysis using public controls.,PLoS One,2023,2023 Jan 25,36696392,PMC9876209,"OD, TDRP/CGB, OD/LGS, TDRP/BB, TDRP/MEB, TDRP/REB, OD/CGR"
"Kim N, Shin J, Ahn SH, Pyo H, Noh JM, Yang K, Lee W, Park B",,Reduced radiation exposure to circulating blood cells in proton therapy compared with X-ray therapy in locally advanced lung cancer: Computational simulation based on circulating blood cells.,Front Oncol,2023,2023 Feb 27,36923437,PMC10009224,TDRP/REB
"Kundrod KA, Jeronimo J, Vetter B, Maza M, Murenzi G, Phoolcharoen N, Castle PE",,Toward 70% cervical cancer screening coverage: Technical challenges and opportunities to increase access to human papillomavirus (HPV) testing.,PLOS Glob Public Health,2023,2023 Aug 16,37585432,PMC10431663,TDRP/CGB
"Kwon D, Simon SL, Hoffman FO, Pfeiffer RM",,Frequentist model averaging for analysis of dose-response in epidemiologic studies with complex exposure uncertainty.,PLoS One,2023,2023 Dec 14,38096309,PMC10721059,"TDRP/BB, TDRP, TDRP/REB"
"Masiuk S, Chepurny M, Buderatska V, Ivanova O, Boiko Z, Zhadan N, Mabuchi K, Cahoon EK, Little MP, Kukush A, Bogdanova T, Shpak V, Zamotayeva G, Tronko M, Drozdovitch V",,Exposure to the Thyroid from Intake of Radioiodine Isotopes after the Chornobyl Accident. Report I: Revised Doses and Associated Uncertainties for the Ukrainian-American Cohort.,Radiat Res,2023 Jan 1,,36366807,PMC9899004,TDRP/REB
"Mason L, Berrington de Gonzalez A, Garcia-Closas M, Chanock SJ, Hicks B, Almeida JS",,"Interpretable, non-mechanistic forecasting using empirical dynamic modeling and interactive visualization.",PLoS One,2023,2023 Apr 3,37011060,PMC10069763,"TDRP/REB, OD, OD/LGS, TDRP"
"Mei M, Pillai R, Kim S, Estrada-Merly N, Afkhami M, Yang L, Meng Z, Abid MB, Aljurf M, Bacher U, Beitinjaneh A, Bredeson C, Cahn JY, Cerny J, Copelan E, Cutler C, DeFilipp Z, Diaz Perez MA, Farhadfar N, Freytes CO, Gadalla SM, Ganguly S, Gale RP, Gergis U, Grunwald MR, Hamilton BK, Hashmi S, Hildebrandt GC, Lazarus HM, Litzow M, Munker R, Murthy HS, Nathan S, Nishihori T, Patel SS, Rizzieri D, Seo S, Shah MV, Solh M, Verdonck LF, Vij R, Sobecks RM, Oran B, Scott BL, Saber W, Nakamura R",,The mutational landscape in chronic myelomonocytic leukemia and its impact on allogeneic hematopoietic cell transplantation outcomes: a Center for Blood and Marrow Transplantation Research (CIBMTR) analysis.,Haematologica,2023 Jan 1,2023 Jan 1,35443559,PMC9827167,"TDRP/REB, TDRP/CGB"
"Miranda Ruiz F, Lahrmann B, Bartels L, Krauthoff A, Keil A, Härtel S, Tao AS, Ströbel P, Clarke MA, Wentzensen N, Grabe N",,CNN stability training improves robustness to scanner and IHC-based image variability for epithelium segmentation in cervical histology.,Front Med (Lausanne),2023,2023 Jul 5,37476610,PMC10354251,"TDRP, TDRP/CGB"
"Monge C, Maldonado JA, McGlynn KA, Greten TF",,Hispanic Individuals are Underrepresented in Phase III Clinical Trials for Advanced Liver Cancer in the United States.,J Hepatocell Carcinoma,2023,2023 Jul 27,37533601,PMC10390714,TDRP/MEB
"Ramin C, Gierach GL, Abubakar M, Veiga LHS, Vo JB, Curtis RE, Bowles EJA, Feigelson HS, Buist DSM, Berrington de Gonzalez A, Bodelon C",,Correction to: The influence of treatment on hormone receptor subgroups and breast cancer-specific mortality within US integrated healthcare systems.,Cancer Causes Control,2023 Jan,,36214934,PMC10289119,"TDRP/ITEB, TDRP/REB"
"Ricarte-Filho JC, Casado-Medrano V, Reichenberger E, Spangler Z, Scheerer M, Isaza A, Baran J, Patel T, MacFarland SP, Brodeur GM, Stewart DR, Baloch Z, Bauer AJ, Wasserman JD, Franco AT",,<i>DICER1</i> RNase IIIb domain mutations trigger widespread miRNA dysregulation and MAPK activation in pediatric thyroid cancer.,Front Endocrinol (Lausanne),2023,2023 Feb 21,36896180,PMC9990750,TDRP/CGB
"Robsahm TE, Tsuruda KM, Hektoen HH, Storås AH, Cook MB, Hurwitz LM, Langseth H",,Applying recommended definition of aggressive prostate cancer: a validation study using high-quality data from the Cancer Registry of Norway.,Acta Oncol,2023 Jan,2023 Feb 10,36762472,PMC10301241,"TDRP/OEEB, TDRP/MEB"
"Rosenberg PS, Miranda-Filho A",,Advances in statistical methods for cancer surveillance research: an age-period-cohort perspective.,Front Oncol,2023,2024 Feb 9,38406174,PMC10889111,"TDRP/BB, TDRP/ITEB"
"Sandoval L, Jafri S, Balasubramanian JB, Bhawsar P, Edelson JL, Martins Y, Maass W, Chanock SJ, Garcia-Closas M, Almeida JS",,"PRScalc, a privacy-preserving calculation of raw polygenic risk scores from direct-to-consumer genomics data.",Bioinform Adv,2023,2023 Oct 9,37868335,PMC10589913,"TDRP, OD, OD/LGS"
"Visvanathan K, Mondul AM, Zeleniuch-Jacquotte A, Wang M, Gail MH, Yaun SS, Weinstein SJ, McCullough ML, Eliassen AH, Cook NR, Agnoli C, Almquist M, Black A, Buring JE, Chen C, Chen Y, Clendenen T, Dossus L, Fedirko V, Gierach GL, Giovannucci EL, Goodman GE, Goodman MT, Guénel P, Hallmans G, Hankinson SE, Horst RL, Hou T, Huang WY, Jones ME, Joshu CE, Kaaks R, Krogh V, Kühn T, Kvaskoff M, Lee IM, Mahamat-Saleh Y, Malm J, Manjer J, Maskarinec G, Millen AE, Mukhtar TK, Neuhouser ML, Robsahm TE, Schoemaker MJ, Sieri S, Sund M, Swerdlow AJ, Thomson CA, Ursin G, Wactawski-Wende J, Wang Y, Wilkens LR, Wu Y, Zoltick E, Willett WC, Smith-Warner SA, Ziegler RG",,Circulating vitamin D and breast cancer risk: an international pooling project of 17 cohorts.,Eur J Epidemiol,2023 Jan,2023 Jan 3,36593337,PMC10039648,"OD, TDRP/BB, TDRP/ITEB, TDRP/MEB"
"Vo J, Ramin C, Lawrence W, Barac A, Ho K, Rhee J, Veiga L, de Gonzalez A",,"Role of treatment on racial and ethnic disparities in heart disease mortality among US breast cancer survivors, 2000-2018",Cancer Epidemiol Biomarkers Prev,2023 Jan 1,,,,"TDRP/REB, TDRP/MEB, TDRP/OEEB, TDRP/ITEB"
"Walker A, Abnet CC, Shiels MS, Lawrence WR, Funchess T, Rogers DB, Hooper MW, Chen Y",,"Racial and geographical disparities in oesophageal cancer incidence, mortality and county-level risk factors in the state of Mississippi between 2003 and 2019: a descriptive analysis.",BMJ Public Health,2023,2023 Dec 2,38292243,PMC10827340,"TDRP/MEB, TDRP/IIB, OD"
"Wang Z, Dalton KR, Lee M, Parks CG, Beane Freeman LE, Zhu Q, González A, Knight R, Zhao S, Motsinger-Reif AA, London SJ",,Metagenomics reveals novel microbial signatures of farm exposures in house dust.,Front Microbiol,2023,2023 Jun 21,37415812,PMC10321240,TDRP/OEEB
"Wu Y, Zhang P, Fan H, Zhang C, Yu P, Liang X, Chen Y",,GPR35 acts a dual role and therapeutic target in inflammation.,Front Immunol,2023,2023 Nov 16,38035084,PMC10687457,TDRP/BB
"Yano Y, Vogtmann E, Shreves AH, Weinstein SJ, Black A, Diaz-Mayoral N, Wan Y, Zhou W, Hua X, Dagnall CL, Hutchinson A, Jones K, Hicks BD, Wyatt K, Brotzman M, Gerlanc N, Huang WY, Albert PS, Wentzensen N, Abnet CC",,Evaluation of alcohol-free mouthwash for studies of the oral microbiome.,PLoS One,2023,2023 Apr 27,37104300,PMC10138257,"TDRP/MEB, TDRP, TDRP/BB, OD, TDRP/CGB, OD/CGR"
"Zanti M, O'Mahony DG, Parsons MT, Li H, Dennis J, Aittomäkkiki K, Andrulis IL, Anton-Culver H, Aronson KJ, Augustinsson A, Becher H, Bojesen SE, Bolla MK, Brenner H, Brown MA, Buys SS, Canzian F, Caputo SM, Castelao JE, Chang-Claude J, GC-HBOC study Collaborators, Czene K, Daly MB, De Nicolo A, Devilee P, Dörk T, Dunning AM, Dwek M, Eccles DM, Engel C, Evans DG, Fasching PA, Gago-Dominguez M, García-Closas M, García-Sáenz JA, Gentry-Maharaj A, Geurts-Giele WRR, Giles GG, Glendon G, Goldberg MS, Garcia EBG, Güendert M, Guénel P, Hahnen E, Haiman CA, Hall P, Hamann U, Harkness EF, Hogervorst FBL, Hollestelle A, Hoppe R, Hopper JL, Houdayer C, Houlston RS, Howell A, ABCTB Investigators, Jakimovska M, Jakubowska A, Jernström H, John EM, Kaaks R, Kitahara CM, Koutros S, Kraft P, Kristensen VN, Lacey JV, Lambrechts D, Léoné M, Lindblom A, Lubi_ski J, Lush M, Mannermaa A, Manoochehri M, Manoukian S, Margolin S, Martinez ME, Menon U, Milne RL, Monteiro AN, Murphy RA, Neuhausen SL, Nevanlinna H, Newman WG, Offit K, Park SK, James P, Peterlongo P, Peto J, Plaseska-Karanfilska D, Punie K, Radice P, Rashid MU, Rennert G, Romero A, Rosenberg EH, Saloustros E, Sandler DP, Schmidt MK, Schmutzler RK, Shu XO, Simard J, Southey MC, Stone J, Stoppa-Lyonnet D, Tamimi RM, Tapper WJ, Taylor JA, Teo SH, Teras LR, Terry MB, Thomassen M, Troester MA, Vachon CM, Vega A, Vreeswijk MPG, Wang Q, Wappenschmidt B, Weinberg CR, Wolk A, Zheng W, Feng B, Couch FJ, Spurdle AB, Easton DF, Goldgar DE, Michailidou K",,A likelihood ratio approach for utilizing case-control data in the clinical classification of rare sequence variants: application to <i>BRCA1</i> and <i>BRCA2</i>.,Hum Mutat,2023,2023 Sep 14,38725546,PMC11080979,"TDRP, TDRP/MEB, TDRP/REB, TDRP/OEEB"
"Zhang YB, Pan XF, Lu Q, Wang YX, Geng TT, Zhou YF, Liao LM, Tu ZZ, Chen JX, Xia PF, Wang Y, Wan ZZ, Guo KQ, Yang K, Yang HD, Chen SH, Wang GD, Han X, Wang YX, Yu D, He MA, Zhang XM, Liu LG, Wu T, Wu SL, Liu G, Pan A",,Association of Combined Healthy Lifestyles With Cardiovascular Disease and Mortality of Patients With Diabetes: An International Multicohort Study.,Mayo Clin Proc,2023 Jan,,36603958,PMC9830550,TDRP/MEB
"Seow WJ, Hu W, Dai Y, Vermeulen R, Byun HM, Wong JYY, Bassig BA, Blechter B, Duan H, Niu Y, Downward G, Leng S, Ji BT, Fu W, Xu J, Meliefste K, Yang J, Ren D, Ye M, Meng T, Bin P, Hosgood HD, Silverman DT, Rothman N, Zheng Y, Lan Q",,Association between diesel exhaust exposure and mitochondrial DNA methylation.,Carcinogenesis,2022 Dec 31,,36200867,PMC10233238,TDRP/OEEB
"Oh AY, Rising CJ, Gaysynsky A, Tsakraklides S, Huang GC, Chou WS, Blake KD, Vanderpool RC",,Advancing multi-level health communication research: A Delphi study on barriers and opportunities.,Transl Behav Med,2022 Dec 30,,36378100,PMC9802573,TDRP/CGB
"Ugai T, Haruki K, Harrison TA, Cao Y, Qu C, Chan AT, Campbell PT, Akimoto N, Berndt S, Brenner H, Buchanan DD, Chang-Claude J, Fujiyoshi K, Gallinger SJ, Gunter MJ, Hidaka A, Hoffmeister M, Hsu L, Jenkins MA, Milne RL, Moreno V, Newcomb PA, Nishihara R, Pai RK, Sakoda LC, Slattery ML, Sun W, Amitay EL, Alwers E, Thibodeau SN, Toland AE, Van Guelpen B, Woods MO, Zaidi SH, Potter JD, Giannakis M, Song M, Nowak JA, Phipps AI, Peters U, Ogino S",,Molecular Characteristics of Early-Onset Colorectal Cancer According to Detailed Anatomical Locations: Comparison With Later-Onset Cases.,Am J Gastroenterol,2023 Apr 1,2022 Dec 30,36707929,PMC10065351,"TDRP/MEB, TDRP/OEEB, TDRP"
