row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB	pmid_title
1253	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:36384474 Epidemiologic patterns of biliary tract cancer in the United States: 2001-2015.;
1254	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36379646 Overall and cause-specific mortality rates among men and women with high exposure to indoor air pollution from the use of smoky and smokeless coal: a cohort study in Xuanwei, China.;
1255	BB,OD,CGB,MEB	true	true	false	false	false	false	false	true	true	false	false	pmid:36210504 Copy Number Variants Are Ovarian Cancer Risk Alleles at Known and Novel Risk Loci.;
1256	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false	pmid:36428844 The Diagnostic Value of Anti-Parietal Cell and Intrinsic Factor Antibodies, Pepsinogens, and Gastrin-17 in Corpus-Restricted Atrophic Gastritis.;
1257	OD,OEEB,ITEB,BB,MEB,CGR	true	false	true	false	true	false	false	true	true	true	false	pmid:35929779 The Oral Microbiome and Lung Cancer Risk: An Analysis of 3 Prospective Cohort Studies.;
1258	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36367438 Associations of device-measured physical activity and sedentary time with quality of life and fatigue in newly diagnosed breast cancer patients: Baseline results from the AMBER cohort study.;
1259	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36354296 Inherited bone marrow failure syndromes: a review of current practices and potential future research directions.;
1260	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:36541641 The changing prevalence of anemia and risk factors in people with HIV in North America who have initiated ART, 2007-2017.;
1261	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36352422 CC16 polymorphisms in asthma, asthma subtypes, and asthma control in adults from the Agricultural Lung Health Study.;
1262	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:36388765 Uncovering novel mutational signatures by de novo extraction with SigProfilerExtractor.;
1263	MEB,IIB,OEEB	false	false	false	true	false	false	false	true	false	true	false	pmid:36344807 Interactions between folate intake and genetic predictors of gene expression levels associated with colorectal cancer risk.;
1264	none	false	false	false	false	false	false	false	false	false	false	false	pmid:35460555 Molecular biomarker-defined brain tumors: Epidemiology, validity, and completeness in the United States.;
1265	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36173880 The Current Burden of Oropharyngeal Cancer: A Global Assessment Based on GLOBOCAN 2020.;
1266	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36335760 Association between lipid peroxidation biomarkers and microRNA expression profiles.;
1267	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36255251 Body Mass Index Trajectories Across the Adult Life Course and Pancreatic Cancer Risk.;
1268	OD,CGB,ITEB,BB,LGS,MEB,CGR	true	true	true	false	true	true	false	true	true	false	false	pmid:36409970 Gene-Level Associations in Patients With and Without Pathogenic Germline Variants in CDKN2A and Pancreatic Cancer.;
1269	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false	pmid:36041172 Coffee consumption and risk of endometrial cancer: a pooled analysis of individual participant data in the Epidemiology of Endometrial Cancer Consortium (E2C2).;
1270	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:37635951 Organ dose reconstruction for the radiation epidemiological study of Korean radiation workers: the first dose evaluation for the Korean Radiation Worker Study (KRWS).;
1271	REB,CGB	false	true	false	false	false	false	false	false	false	false	true	pmid:35902885 Use of Nonsteroidal Anti-Inflammatory Drugs and Incidence of Melanoma in the United States Radiologic Technologists Study.;
1272	LTG	false	false	false	false	false	false	true	false	false	false	false	pmid:36383126 Call for Special Issue Papers: Interferon-Lambda (Type-3 Interferon).;
1273	OD,CGR,BB,CGB	true	true	true	false	false	false	false	false	true	false	false	pmid:36269225 Impact of Transcript (p16/p14ARF) Alteration on Cancer Risk in CDKN2A Germline Pathogenic Variant Carriers.;
1274	MEB,OD	false	false	false	false	false	false	false	true	true	false	false	pmid:36214797 Sex and smoking differences in the association between gastroesophageal reflux and risk of esophageal squamous cell carcinoma in a high-incidence area: Golestan Cohort Study.;
1275	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35325073 Automated Evaluation of p16/Ki-67 Dual-Stain Cytology as a Biomarker for Detection of Anal Precancer in Men Who Have Sex With Men and Are Living With Human Immunodeficiency Virus.;
1276	OD,IIB,OEEB,ITEB,MEB	false	false	false	true	true	false	false	true	true	true	false	pmid:36404465 Design and methodological considerations for biomarker discovery and validation in the Integrative Analysis of Lung Cancer Etiology and Risk (INTEGRAL) Program.;
1277	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false	pmid:36934308 Dietary omega-3 fatty acids and endometrial cancer risk in the Epidemiology of Endometrial Cancer Consortium: An individual-participant meta-analysis.;
1278	MEB,ITEB,BB	true	false	false	false	true	false	false	true	false	false	false	pmid:36307648 Testosterone therapy and cancer risks among men in the SEER-Medicare linked database.;
1279	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:36848245 MicroRNA-27a-3p targets FoxO signalling to induce tumour-like phenotypes in bile duct cells.;
1280	MEB,IIB,ITEB,BB	true	false	false	true	true	false	false	true	false	false	false	pmid:36358697 Association between Immunologic Markers and Cirrhosis in Individuals from a Prospective Chronic Hepatitis C Cohort.;
1281	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:36302789 Gallbladder cancer.;
1282	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false	pmid:36301365 Identification of anti-Helicobacter pylori antibody signatures in gastric intestinal metaplasia.;
1283	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36280842 Metabolomic profile of prostate cancer-specific survival among 1812 Finnish men.;
1284	OD,IIB,LTG,BB,OEEB,LGS,REB,MEB,CGR	true	false	true	true	false	true	true	true	true	true	true	pmid:36273105 Distinct germline genetic susceptibility profiles identified for common non-Hodgkin lymphoma subtypes.;
1285	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false	pmid:36271417 PredictCBC-2.0: a contralateral breast cancer risk prediction model developed and validated in ~ 200,000 patients.;
1286	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false	pmid:35776125 Functional studies of lung cancer GWAS beyond association.;
1287	BB,MEB	true	false	false	false	false	false	false	true	false	false	false	pmid:35699209 Sources of Variability in Serum Lipidomic Measurements and Implications for Epidemiologic Studies.;
1288	OD,LGS	false	false	false	false	false	true	false	false	true	false	false	pmid:36265467 ImmunoTyper-SR: A computational approach for genotyping immunoglobulin heavy chain variable genes using short-read data.;
1289	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:36206721 CT organ dose calculator size adaptive for pediatric and adult patients.;
1290	none	false	false	false	false	false	false	false	false	false	false	false	pmid:36261425 Author Correction: A harmonized atlas of mouse spinal cord cell types and their spatial organization.;
1291	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36378601 IARC Perspective on Oral Cancer Prevention.;
1292	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false	pmid:36253429 Molecular landscape of immune pressure and escape in aplastic anemia.;
1293	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36244621 Endoscopy campaigns in high-risk populations of gastric cancer in Chile.;
1294	OD,CGR,MEB,CGB,BB	true	true	true	false	false	false	false	true	true	false	false	pmid:36291785 CSMD1 Shows Complex Patterns of Somatic Copy Number Alterations and Expressions of mRNAs and Target Micro RNAs in Esophageal Squamous Cell Carcinoma.;
1295	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false	pmid:36325251 Tobacco use profiles by respiratory disorder status for adults in the wave 1-wave 4 population assessment of tobacco and health (PATH) study.;
1296	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:36222982 Outdoor light at night and risk of endometrial cancer in the NIH-AARP diet and health study.;
1297	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35731645 A Task-Specific Algorithm to Estimate Occupational (1→3)-β-D-glucan Exposure for Farmers in the Biomarkers of Exposure and Effect in Agriculture Study.;
1298	ITEB,REB	false	false	false	false	true	false	false	false	false	false	true	pmid:36240805 Treatment-related thoracic soft tissue sarcomas in US breast cancer survivors: a retrospective cohort study.;
1299	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36040809 Senescence plays a role in myotonic dystrophy type 1.;
1300	ITEB,LTG,MEB,CGB,OD,CGR,BB,OEEB	true	true	true	false	true	false	true	true	true	true	false	pmid:35717579 Rare germline deleterious variants increase susceptibility for lung cancer.;
1301	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false	pmid:36040798 DNA promoter hypermethylation of melanocyte lineage genes determines melanoma phenotype.;
1302	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false	pmid:36220674 A Longitudinal Analysis of Respiratory Illness and Tobacco Use Transitions.;
1303	MEB,OEEB,REB	false	false	false	false	false	false	false	true	false	true	true	pmid:36207110 Herbicide use in farming and other jobs in relation to non-Hodgkin's lymphoma (NHL) risk.;
1304	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false	pmid:36216206 Risk of Nonkeratinocyte Skin Cancers in People Living with HIV during the Era of Antiretroviral Therapy.;
1305	none	false	false	false	false	false	false	false	false	false	false	false	pmid:36659967 Molecular marker testing and reporting completeness for adult-type diffuse gliomas in the United States.;
1306	BB,MEB	true	false	false	false	false	false	false	true	false	false	false	pmid:36230828 The Association between Peptic Ulcer Disease and Gastric Cancer: Results from the Stomach Cancer Pooling (StoP) Project Consortium.;
1307	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:36777153 Sex and age differences in mortality trends of gastric cancer among Hispanic/Latino populations in the United States, Latin America, and the Caribbean.;
1308	MEB,CGB,ITEB	false	true	false	false	true	false	false	true	false	false	false	pmid:36203093 Copy number variants as modifiers of breast cancer risk for BRCA1/BRCA2 pathogenic variant carriers.;
1309	IIB,CGB,LTG,OD,CGR	false	true	true	true	false	false	true	false	true	false	false	pmid:36230818 HPV16 E7 Nucleotide Variants Found in Cancer-Free Subjects Affect E7 Protein Expression and Transformation.;
1310	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:36042554 Incidence of in Situ vs Invasive Melanoma: Testing the "Obligate Precursor" Hypothesis.;
1311	MEB,ITEB,BB	true	false	false	false	true	false	false	true	false	false	false	pmid:35333343 Association of Genetic Ancestry With Terminal Duct Lobular Unit Involution Among Healthy Women.;
1312	CGB,OEEB,IIB	false	true	false	true	false	false	false	false	false	true	false	pmid:36195867 Changes in concentrations of cervicovaginal immune mediators across the menstrual cycle: a systematic review and meta-analysis of individual patient data.;
1313	none	false	false	false	false	false	false	false	false	false	false	false	pmid:36196752 CBTRUS Statistical Report: Primary Brain and Other Central Nervous System Tumors Diagnosed in the United States in 2015-2019.;
1314	MEB,OEEB,BB	true	false	false	false	false	false	false	true	false	true	false	pmid:36151863 Circulating immune markers and risks of non-Hodgkin lymphoma subtypes: A pooled analysis.;
1315	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36208844 Global burden of primary liver cancer in 2020 and predictions to 2040.;
1316	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:36197563 Breast cancer risk in Ukrainian women exposed to Chornobyl fallout while pregnant or lactating: standardized incidence ratio analysis, 1998 to 2016.;
1317	BB,CGB	true	true	false	false	false	false	false	false	false	false	false	pmid:36269357 Variation in Human Papillomavirus Vaccination Effectiveness in the US by Age at Vaccination.;
1318	BB,IIB,MEB	true	false	false	true	false	false	false	true	false	false	false	pmid:36184587 Estimating vaccine effectiveness against SARS-CoV-2 infection, hospitalization and death from ecologic data in Costa Rica.;
1319	OD,REB	false	false	false	false	false	false	false	false	true	false	true	pmid:36223364 Extension of the RADTriage Colorimetric Dosimeter to Low-Dose Gamma-Ray Exposure Using Scanning Densitometry.;
1320	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36174618 HPV mRNA testing in cervical cancer screening - Authors' reply.;
1321	MEB,IIB,OEEB	false	false	false	true	false	false	false	true	false	true	false	pmid:36113532 Comparing one dose of HPV vaccine in girls aged 9-14 years in Tanzania (DoRIS) with one dose of HPV vaccine in historical cohorts: an immunobridging analysis of a randomised controlled trial.;
1322	MEB,BB	true	false	false	false	false	false	false	true	false	false	false	pmid:36113023 Circulating Bile Acids and Adenoma Recurrence in the Context of Adherence to a High-Fiber, High-Fruit and Vegetable, and Low-Fat Dietary Intervention.;
1323	none	false	false	false	false	false	false	false	false	false	false	false	pmid:36198894 Changes in survival over time for primary brain and other CNS tumors in the United States, 2004-2017.;
1324	OD,IIB,OEEB,ITEB,LGS,REB	false	false	false	true	true	true	false	false	true	true	true	pmid:36082445 A pleiotropic variant in DNAJB4 is associated with multiple myeloma risk.;
1325	BB,MEB,IIB	true	false	false	true	false	false	false	true	false	false	false	pmid:36179753 Trends and risk of lung cancer among people living with HIV in the USA: a population-based registry linkage study.;
1326	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false	pmid:36113526 Mapping development and health effects of cooking with solid fuels in low-income and middle-income countries, 2000-18: a geospatial modelling study.;
1327	OD,CGR,LGS,ITEB,OEEB	false	false	true	false	true	true	false	false	true	true	false	pmid:36224396 A saturated map of common genetic variants associated with human height.;
1328	MEB,BB	true	false	false	false	false	false	false	true	false	false	false	pmid:36167669 Independent and joint associations of weightlifting and aerobic activity with all-cause, cardiovascular disease and cancer mortality in the Prostate, Lung, Colorectal and Ovarian Cancer Screening Trial.;
1329	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:36174935 Linking the Center for International Blood and Marrow Transplant Research Registry to the California Cancer Registry and California Hospital Patient Discharge Data.;
1330	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36166722 Who Should Have Multigene Germline Testing for Hereditary Cancer?;
1331	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:36154906 Radiation disasters - long term consequences: reflections and summary of a recent symposium.;
1332	none	false	false	false	false	false	false	false	false	false	false	false	pmid:36163250 Single cell atlas of spinal cord injury in mice reveals a pro-regenerative signature in spinocerebellar neurons.;
1333	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36161724 Estimating mixture effects and cumulative spatial risk over time simultaneously using a Bayesian index low-rank kriging multiple membership model.;
1334	OD,CGB,CGR	false	true	true	false	false	false	false	false	true	false	false	pmid:36116037 Next-generation sequencing errors due to genetic variation in WRAP53 encoding TCAB1 on chromosome 17.;
1335	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36156283 Association of exposure to environmental tobacco smoke at home and risk of mortality among US never smokers by race/ethnicity, education, and income.;
1336	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36137255 Outcomes for Children With Type II and Type III Pleuropulmonary Blastoma Following Chemotherapy: A Report From the International PPB/DICER1 Registry.;
1337	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:36127367 KSHV (HHV8) vaccine: promises and potential pitfalls for a new anti-cancer vaccine.;
1338	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36126232 Clarifying the Equivocal Diagnosis of Cervical Intraepithelial Neoplasia 2: Still a Work in Progress.;
1339	BB,IIB	true	false	false	true	false	false	false	false	false	false	false	pmid:36126024 Cancer risk associated with cytomegalovirus infection among solid organ transplant recipients in the United States.;
1340	OD,LGS,REB	false	false	false	false	false	true	false	false	true	false	true	pmid:36130692 A Multimedia Strategy to Integrate Introductory Broad-Based Radiation Science Education in US Medical Schools.;
1341	OD,ITEB,LGS,MEB,CGR	false	false	true	false	true	true	false	true	true	false	false	pmid:35900159 PLCOjs, a FAIR GWAS web SDK for the NCI Prostate, Lung, Colorectal and Ovarian Cancer Genetic Atlas project.;
1342	OD,CGR	false	false	true	false	false	false	false	false	true	false	false	pmid:36142614 PSP-GNM: Predicting Protein Stability Changes upon Point Mutations with a Gaussian Network Model.;
1343	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36102938 Associations of combined healthy lifestyles with cancer morbidity and mortality among individuals with diabetes: results from five cohort studies in the USA, the UK and China.;
1344	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36059277 Age-incidence patterns of seminoma and nonseminoma among males and females in Germany and the United States, 2008-2016.;
1345	OD,BB,ITEB,REB	true	false	false	false	true	false	false	false	true	false	true	pmid:35377439 Response to Krieger.;
1346	MEB,CGB,IIB,BB	true	true	false	true	false	false	false	true	false	false	false	pmid:35640980 Performance of Cervical Screening a Decade Following HPV Vaccination: The Costa Rica Vaccine Trial.;
1347	OEEB,OD,MEB,ITEB,LGS	false	false	false	false	true	true	false	true	true	true	false	pmid:35438160 Body Size at Different Ages and Risk of 6 Cancers: A Mendelian Randomization and Prospective Cohort Study.;
1348	BB,CGB,IIB	true	true	false	true	false	false	false	false	false	false	false	pmid:35575389 Impact of HIV on Anal Squamous Cell Carcinoma Rates in the United States, 2001-2015.;
1349	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36054546 Physical activity and the risk of non-Hodgkin lymphoma subtypes: A pooled analysis.;
1350	OD,CGB,ITEB,BB,LGS,REB,MEB,CGR	true	true	true	false	true	true	false	true	true	false	true	pmid:36075929 Germline-somatic JAK2 interactions are associated with clonal expansion in myelofibrosis.;
1351	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36054453 Exclusive use of different types of tobacco products, exposure to secondhand tobacco smoke and risk of subtypes of head and neck cancer among Indian males.;
1352	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36076291 Wood smoke exposure affects lung aging, quality of life, and all-cause mortality in New Mexican smokers.;
1353	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36379677 Lung cancer risk in relation to jobs held in a nationwide case-control study in Iran.;
1354	OD,OEEB,LGS,REB	false	false	false	false	false	true	false	false	true	true	true	pmid:36328784 Physical activity, sedentary time and breast cancer risk: a Mendelian randomisation study.;
1355	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false	pmid:36068634 Methylation-based markers of aging and lifestyle-related factors and risk of breast cancer: a pooled analysis of four prospective studies.;
1356	BB,REB	true	false	false	false	false	false	false	false	false	false	true	pmid:36068261 Alternative stopping rules to limit tree expansion for random forest models.;
1357	none	false	false	false	false	false	false	false	false	false	false	false	pmid:36066969 CBTRUS Statistical Report: Pediatric Brain Tumor Foundation Childhood and Adolescent Primary Brain and Other Central Nervous System Tumors Diagnosed in the United States in 2014-2018.;
1358	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35849437 Circulating plasma phospholipid fatty acid levels and breast cancer risk in the Cancer Prevention Study-II Nutrition Cohort.;
1359	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:36063983 Development and validation of a population-based anatomical colorectal model for radiation dosimetry in late effects studies of survivors of childhood cancer.;
1360	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:36064556 Higher polygenic risk for melanoma is associated with improved survival in a high ultraviolet radiation setting.;
1361	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36067935 Exposure to diesel engine exhaust and alterations to the Cys34/Lys525 adductome of human serum albumin.;
1362	MEB,IIB,BB	true	false	false	true	false	false	false	true	false	false	false	pmid:36059225 Autoimmune conditions and pancreatic cancer risk in older American adults.;
1363	OD,LGS,MEB,CGB,OEEB	false	true	false	false	false	true	false	true	true	true	false	pmid:35700037 Association Study between Polymorphisms in DNA Methylation-Related Genes and Testicular Germ Cell Tumor Risk.;
1364	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:35793701 Association between Body Mass Index and Risk of Gastric Cancer by Anatomic and Histologic Subtypes in Over 500,000 East and Southeast Asian Cohort Participants.;
1365	REB,OD,LGS,ITEB,OEEB,IIB	false	false	false	true	true	true	false	false	true	true	true	pmid:35700034 Does a Multiple Myeloma Polygenic Risk Score Predict Overall Survival of Patients with Myeloma?;
1366	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35793700 Randomized Implementation of a Primary Human Papillomavirus Testing-based Cervical Cancer Screening Protocol for Women 34 to 69 Years in Norway.;
1367	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36084405 Light at night and the risk of breast cancer: Findings from the Sister study.;
1368	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36136331 Association of Adherence to Healthy Lifestyle Recommendations With All-Cause and Cause-Specific Mortality Among Former Smokers.;
1369	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:37168034 metapack: An R Package for Bayesian Meta-Analysis and Network Meta-Analysis with a Unified Formula Interface.;
1370	LTG	false	false	false	false	false	false	true	false	false	false	false	pmid:36121375 A Conversation with Dr. Ludmila Prokunina-Olsson.;
1371	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:36042562 Response to Liu and Zhou.;
1372	REB,BB	true	false	false	false	false	false	false	false	false	false	true	pmid:37986713 Effects of stopping criterion on the growth of trees in regression random forests.;
1373	OD,CGR,IIB,MEB	false	false	true	true	false	false	false	true	true	false	false	pmid:36045142 Reusing a prepaid health plan's fecal immunochemical tests for microbiome associations with colorectal adenoma.;
1374	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36043555 Opium use and risk of lung cancer: A multicenter case-control study in Iran.;
1375	REB,MEB	false	false	false	false	false	false	false	true	false	false	true	pmid:36037472 Tea Consumption and All-Cause and Cause-Specific Mortality in the UK Biobank : A Prospective Cohort Study.;
1376	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35926482 MOQUI: an open-source GPU-based Monte Carlo code for proton dose calculation with efficient data structure.;
1377	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false	pmid:35357426 Defining novel causal SNPs and linked phenotypes at melanoma-associated loci.;
1378	OD,CGR,CGB,MEB	false	true	true	false	false	false	false	true	true	false	false	pmid:35776903 Genetic testing in severe aplastic anemia is required for optimal hematopoietic cell transplant outcomes.;
1379	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36008069 Long-term human papillomavirus vaccination effectiveness and immunity in Rwandan women living with and without HIV: a study protocol.;
1380	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36017556 Epigenome-wide association studies of occupational exposure to benzene and formaldehyde.;
1381	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false	pmid:36076986 Characterization of Philadelphia-like Pre-B Acute Lymphoblastic Leukemia: Experiences in Mexican Pediatric Patients.;
1382	none	false	false	false	false	false	false	false	false	false	false	false	pmid:35999374 Novel 3D magnetic resonance fingerprinting radiomics in adult brain tumors: a feasibility study.;
1383	OEEB,ITEB,MEB	false	false	false	false	true	false	false	true	false	true	false	pmid:35138370 Genome-wide interaction analysis identified low-frequency variants with sex disparity in lung cancer risk.;
1384	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35999196 Genome-wide association study of posttraumatic stress disorder among childhood cancer survivors: results from the Childhood Cancer Survivor Study and the St. Jude Lifetime Cohort.;
1385	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:37396507 A revision of the InfiniumPurify R package for genome-wide correction of tumor purity in Infinium DNA methylation array data.;
1386	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35474368 Adherence to 5 Diet Quality Indices and Pancreatic Cancer Risk in a Large US Prospective Cohort.;
1387	BB,REB	true	false	false	false	false	false	false	false	false	false	true	pmid:35947399 The epidemiology of lung cancer following radiation exposure.;
1388	BB,LTG,MEB,OEEB	true	false	false	false	false	false	true	true	false	true	false	pmid:35988567 The global burden of cancer attributable to risk factors, 2010-19: a systematic analysis for the Global Burden of Disease Study 2019.;
1389	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35995710 Coffee Intake, Caffeine Metabolism Genotype, and Survival Among Men with Prostate Cancer.;
1390	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35921807 Development of alimentary tract organs for ICRP pediatric mesh-type reference computational phantoms.;
1391	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35988658 Enterohepatic Shunt-Driven Cholemia Predisposes to Liver Cancer.;
1392	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false	pmid:35971675 The Evolving Epidemiology of Oral Cavity and Oropharyngeal Cancers.;
1393	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35973398 Incidence, early case fatality and determinants of stroke in Iran: Golestan Cohort Study.;
1394	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36569583 Early-life farm exposures and eczema among adults in the Agricultural Lung Health Study.;
1395	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35960613 Body mass index trajectories, weight gain and risks of liver and biliary tract cancers.;
1396	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35609150 A core group of structurally similar HLA-DPB1 alleles drives permissiveness after hematopoietic cell transplantation.;
1397	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false	pmid:35837755 An international report on bacterial communities in esophageal squamous cell carcinoma.;
1398	OEEB,OD,LGS,BB	true	false	false	false	false	true	false	false	true	true	false	pmid:35312764 The relationship between blood pressure and risk of renal cell carcinoma.;
1399	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:34718588 Low-intensity cigarette smoking and mortality risks: a pooled analysis of prospective cohort studies in Japan.;
1400	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35134924 Low-intensity cigarette smoking and mortality risks: authors' reply.;
1401	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35211730 Correction to: Low-intensity cigarette smoking and mortality risks: a pooled analysis of prospective cohort studies in Japan.;
1402	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:35229874 Association between body mass index and oesophageal cancer mortality: a pooled analysis of prospective cohort studies with >800 000 individuals in the Asia Cohort Consortium.;
1403	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:35388877 Tooth count, untreated caries and mortality in US adults: a population-based cohort study.;
1404	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35940867 Allergic and non-allergic wheeze among farm women in the Agricultural Health Study (2005-2010).;
1405	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:35191494 Response to Javier-DesLoges, Salmasi, Jamieson, and Anger.;
1406	OD,IIB,CGB,BB,MEB	true	true	false	true	false	false	false	true	true	false	false	pmid:35934938 Sex disparities in the incidence of 21 cancer types: Quantification of the contribution of risk factors.;
1407	REB,CGB	false	true	false	false	false	false	false	false	false	false	true	pmid:35698269 Uncovering the Genetic Etiology of the (Posttherapy) Broken Heart.;
1408	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:35512400 Genome-Wide Interaction Analysis of Genetic Variants With Menopausal Hormone Therapy for Colorectal Cancer Risk.;
1409	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35793241 A systematic review and meta-analysis of cytology and HPV-related biomarkers for anal cancer screening among different risk groups.;
1410	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35869869 National surveillance of cancer survival in Iran (IRANCANSURV): Analysis of data of 15 cancer sites from nine population-based cancer registries.;
1411	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:35932302 Pancreatic cancer among solid organ transplant recipients in the United States.;
1412	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36404827 Socio-economic inequality in prevalence of type 2 diabetes among adults in north-west of Iran: a Blinder-Oaxaca decomposition.;
1413	OEEB,ITEB,LTG,MEB	false	false	false	false	true	false	true	true	false	true	false	pmid:35933885 Incorporating progesterone receptor expression into the PREDICT breast prognostic model.;
1414	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35751643 Cutaneous melanocytic tumor with CRTC1::TRIM11 fusion and prominent epidermal involvement: A case report.;
1415	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35934119 Early natural menopause is associated with poor lung health and increased mortality among female smokers.;
1416	none	false	false	false	false	false	false	false	false	false	false	false	pmid:36659972 Incidence and survival of choroid plexus tumors in the United States.;
1417	OD,CGR,LGS,BB,ITEB	true	false	true	false	true	true	false	false	true	false	false	pmid:35654374 Breast Cancer Risk in Women from Ghana Carrying Rare Germline Pathogenic Mutations.;
